Symbol,Days,RSI,AR,MD ,Calmar
USCI,6,70,9.15%,36.29%,0.3
IDLV,10,74,9.15%,8.68%,1.1
SPLV,7,72,9.14%,39.05%,0.2
IOO,8,81,9.14%,8.04%,1.1
DHS,12,72,9.13%,27.11%,0.3
PHDG,9,73,9.13%,35.04%,0.3
RSPT,10,76,9.13%,12.78%,0.7
SPTI,11,74,9.12%,36.53%,0.2
SPLV,7,77,9.12%,24.42%,0.4
GNMA,5,83,9.11%,27.53%,0.3
IOO,7,83,9.11%,8.23%,1.1
TQQQ,5,86,9.11%,18.38%,0.5
GNMA,6,81,9.11%,25.54%,0.4
USCI,7,70,9.11%,35.12%,0.3
DTH,13,66,9.10%,33.59%,0.3
DHS,7,76,9.10%,24.98%,0.4
FXE,7,73,9.10%,33.48%,0.3
GNMA,8,78,9.08%,26.09%,0.3
USCI,8,72,9.08%,40.90%,0.2
TQQQ,9,84,9.07%,4.51%,2
FDL,10,72,9.06%,25.34%,0.4
FXE,13,67,9.06%,23.90%,0.4
TQQQ,14,73,9.06%,31.25%,0.3
TQQQ,4,89,9.05%,23.16%,0.4
PHDG,11,70,9.05%,39.86%,0.2
DHS,9,73,9.05%,27.06%,0.3
SPLV,5,81,9.04%,30.13%,0.3
EWH,6,72,9.04%,39.94%,0.2
SPLV,12,65,9.02%,47.84%,0.2
TQQQ,5,82,9.02%,29.34%,0.3
DTH,5,81,9.01%,26.21%,0.3
SPLV,4,72,9.01%,59.27%,0.2
BIV,4,86,9.01%,52.67%,0.2
TQQQ,10,75,8.99%,30.74%,0.3
SPLV,8,68,8.99%,41.22%,0.2
PHDG,8,76,8.99%,34.07%,0.3
IOO,3,87,8.97%,29.95%,0.3
TQQQ,9,76,8.97%,33.75%,0.3
FXE,5,78,8.97%,29.88%,0.3
FDL,12,74,8.96%,15.82%,0.6
IDLV,13,71,8.96%,6.38%,1.4
FXE,10,72,8.96%,21.61%,0.4
DHS,15,70,8.95%,27.09%,0.3
USCI,13,70,8.95%,28.11%,0.3
TQQQ,4,88,8.95%,30.95%,0.3
SPTI,8,76,8.94%,36.57%,0.2
IOO,10,68,8.94%,33.54%,0.3
IOO,13,74,8.93%,9.90%,0.9
TQQQ,11,82,8.93%,4.51%,2
PHDG,9,75,8.93%,32.64%,0.3
GNMA,8,82,8.92%,18.95%,0.5
IOO,7,82,8.92%,8.61%,1
DHS,14,68,8.92%,34.87%,0.3
SPLV,8,70,8.92%,38.50%,0.2
SPLV,6,73,8.92%,41.25%,0.2
GNMA,15,68,8.92%,43.41%,0.2
IOO,6,72,8.92%,34.34%,0.3
DHS,11,71,8.91%,31.62%,0.3
RSPT,9,77,8.91%,18.28%,0.5
PHDG,8,75,8.91%,35.41%,0.3
SPLV,14,72,8.90%,17.26%,0.5
TQQQ,4,83,8.90%,47.95%,0.2
SPTI,7,77,8.89%,33.59%,0.3
DTH,12,68,8.89%,27.81%,0.3
FXE,12,71,8.88%,20.59%,0.4
RSPT,10,77,8.87%,10.53%,0.8
PHDG,8,82,8.86%,11.03%,0.8
IOO,11,68,8.85%,23.87%,0.4
USCI,14,70,8.83%,23.99%,0.4
DHS,8,71,8.83%,31.23%,0.3
SPLV,13,73,8.82%,18.33%,0.5
RSPT,9,80,8.81%,6.39%,1.4
PHDG,5,89,8.80%,11.20%,0.8
DTH,6,78,8.80%,25.44%,0.3
FDL,11,75,8.80%,18.42%,0.5
TQQQ,15,73,8.80%,31.25%,0.3
IOO,10,79,8.79%,6.57%,1.3
SPLV,5,82,8.79%,19.34%,0.5
TQQQ,7,88,8.78%,4.51%,1.9
PHDG,7,82,8.78%,14.93%,0.6
FDL,7,75,8.77%,29.90%,0.3
RSPT,8,82,8.77%,6.39%,1.4
IOO,2,94,8.77%,34.01%,0.3
FXE,14,70,8.76%,20.39%,0.4
SPTI,10,74,8.76%,31.27%,0.3
DTH,11,67,8.76%,41.10%,0.2
FDL,11,76,8.76%,17.33%,0.5
IDLV,12,71,8.75%,14.09%,0.6
TQQQ,5,92,8.74%,4.51%,1.9
DHS,11,67,8.74%,43.55%,0.2
FDL,9,80,8.74%,8.96%,1
FDL,5,82,8.74%,27.12%,0.3
TQQQ,8,86,8.73%,4.51%,1.9
DTH,13,68,8.73%,23.77%,0.4
USCI,7,67,8.73%,39.73%,0.2
FDL,4,82,8.73%,32.62%,0.3
PHDG,13,67,8.72%,32.38%,0.3
USCI,6,71,8.72%,42.26%,0.2
SPTI,8,78,8.72%,31.75%,0.3
SPTI,9,77,8.72%,31.75%,0.3
TQQQ,14,72,8.71%,29.87%,0.3
IOO,12,76,8.70%,8.04%,1.1
SPLV,10,70,8.70%,37.44%,0.2
TQQQ,12,81,8.70%,4.51%,1.9
SPLV,14,71,8.69%,21.79%,0.4
DHS,10,73,8.69%,23.99%,0.4
PHDG,8,81,8.69%,11.03%,0.8
SPTI,3,94,8.69%,24.02%,0.4
DHS,7,77,8.68%,23.94%,0.4
SPHD,15,69,8.67%,49.17%,0.2
FDL,4,84,8.67%,23.88%,0.4
TQQQ,4,94,8.67%,4.51%,1.9
GNMA,5,82,8.66%,25.32%,0.3
TQQQ,12,74,8.64%,32.02%,0.3
BIV,5,85,8.63%,34.99%,0.2
GNMA,12,70,8.63%,39.54%,0.2
DHS,14,71,8.63%,26.62%,0.3
IOO,9,80,8.63%,8.23%,1
IOO,10,78,8.63%,8.04%,1.1
FDL,8,80,8.63%,17.33%,0.5
FDL,6,82,8.62%,19.81%,0.4
PHDG,7,84,8.62%,11.03%,0.8
GNMA,12,69,8.62%,38.40%,0.2
RSPT,11,77,8.62%,8.79%,1
DTH,14,66,8.61%,31.93%,0.3
DTH,6,79,8.60%,28.71%,0.3
GNMA,8,81,8.59%,25.30%,0.3
DHS,11,72,8.57%,28.12%,0.3
GNMA,9,80,8.56%,25.30%,0.3
TQQQ,3,92,8.56%,34.07%,0.3
IDLV,11,70,8.56%,23.01%,0.4
FDL,10,77,8.56%,17.33%,0.5
GNMA,11,77,8.56%,32.39%,0.3
GNMA,12,76,8.55%,32.76%,0.3
RSPT,14,73,8.54%,11.91%,0.7
GNMA,14,69,8.54%,42.43%,0.2
DTH,10,72,8.54%,19.52%,0.4
IDLV,8,77,8.53%,9.36%,0.9
PHDG,7,77,8.52%,33.91%,0.3
PHDG,8,77,8.52%,22.54%,0.4
DHS,10,76,8.51%,16.47%,0.5
SPTI,5,86,8.50%,24.02%,0.4
PHDG,15,68,8.50%,43.53%,0.2
BIV,5,83,8.49%,48.48%,0.2
TQQQ,3,90,8.49%,44.56%,0.2
IDLV,14,70,8.48%,11.68%,0.7
DTH,12,66,8.48%,38.04%,0.2
DHS,10,72,8.47%,27.65%,0.3
DTH,9,71,8.47%,31.61%,0.3
GNMA,7,83,8.47%,23.34%,0.4
FXE,4,81,8.47%,26.27%,0.3
FXE,9,73,8.46%,22.23%,0.4
DTH,15,66,8.45%,24.58%,0.3
DHS,6,79,8.45%,22.41%,0.4
DTH,11,71,8.45%,20.44%,0.4
GNMA,9,77,8.44%,26.09%,0.3
IOO,4,80,8.43%,34.55%,0.2
DHS,15,71,8.43%,18.67%,0.5
TQQQ,10,83,8.42%,4.51%,1.9
FDL,12,75,8.42%,17.33%,0.5
RSPT,8,81,8.41%,8.39%,1
SPLV,5,76,8.40%,45.38%,0.2
TQQQ,5,85,8.40%,21.51%,0.4
USCI,11,70,8.40%,24.15%,0.3
TQQQ,15,72,8.40%,32.24%,0.3
GNMA,5,81,8.40%,30.62%,0.3
USCI,7,73,8.39%,49.25%,0.2
FDL,5,80,8.39%,27.12%,0.3
FDL,14,74,8.38%,9.08%,0.9
SPLV,12,66,8.38%,50.09%,0.2
RSPT,11,73,8.37%,19.60%,0.4
SPHD,5,81,8.37%,26.38%,0.3
PHDG,6,85,8.37%,14.93%,0.6
RSPT,9,78,8.37%,10.53%,0.8
FDL,14,67,8.37%,39.14%,0.2
BIV,8,76,8.37%,36.47%,0.2
DHS,5,80,8.36%,25.32%,0.3
TQQQ,15,66,8.35%,56.41%,0.1
SPTI,7,81,8.35%,24.43%,0.3
SPLV,6,67,8.34%,62.09%,0.1
USCI,6,73,8.34%,46.63%,0.2
FDL,15,72,8.34%,20.45%,0.4
FDL,11,71,8.33%,27.63%,0.3
DHS,15,66,8.33%,38.74%,0.2
TQQQ,11,74,8.33%,32.77%,0.3
SPLV,15,70,8.31%,23.77%,0.3
DTH,13,70,8.31%,17.72%,0.5
RSPT,10,79,8.31%,6.39%,1.3
EWH,15,69,8.31%,17.70%,0.5
DTH,9,74,8.30%,18.95%,0.4
FXE,13,70,8.30%,19.44%,0.4
DHS,8,74,8.29%,25.06%,0.3
GNMA,7,84,8.29%,20.75%,0.4
TQQQ,9,85,8.29%,4.51%,1.8
DTH,8,72,8.28%,33.94%,0.2
SPHD,12,70,8.28%,38.79%,0.2
FDL,13,75,8.28%,9.08%,0.9
DTH,8,73,8.28%,23.03%,0.4
PHDG,7,78,8.27%,24.00%,0.3
USCI,8,75,8.26%,31.81%,0.3
TQQQ,6,90,8.25%,4.51%,1.8
IDLV,15,69,8.25%,13.98%,0.6
SPTI,11,75,8.25%,32.13%,0.3
DTH,10,68,8.24%,40.16%,0.2
TQQQ,12,73,8.23%,31.02%,0.3
DHS,10,74,8.23%,20.51%,0.4
BIV,5,82,8.23%,54.28%,0.2
FXE,15,66,8.23%,27.01%,0.3
DTH,7,74,8.23%,26.20%,0.3
TQQQ,7,76,8.22%,36.71%,0.2
SPLV,6,77,8.22%,35.69%,0.2
BIV,3,94,8.22%,34.27%,0.2
IOO,10,65,8.22%,56.34%,0.1
PHDG,15,66,8.22%,32.14%,0.3
FDL,11,70,8.22%,32.47%,0.3
FDL,12,76,8.21%,8.96%,0.9
FXE,15,67,8.19%,19.44%,0.4
DHS,9,77,8.18%,15.51%,0.5
SPTI,13,73,8.18%,37.30%,0.2
BIV,5,84,8.18%,41.37%,0.2
RSPT,7,83,8.18%,11.58%,0.7
DHS,13,70,8.18%,29.68%,0.3
DHS,14,72,8.17%,12.08%,0.7
DHS,12,70,8.17%,29.54%,0.3
DHS,8,76,8.16%,22.90%,0.4
DTH,6,76,8.16%,31.61%,0.3
DTH,15,71,8.16%,10.62%,0.8
TQQQ,5,87,8.15%,20.61%,0.4
SPLV,4,78,8.15%,40.21%,0.2
FDL,7,82,8.14%,17.33%,0.5
FDL,8,82,8.13%,8.96%,0.9
RSPT,10,78,8.13%,10.74%,0.8
DTH,15,69,8.13%,17.99%,0.5
SPHD,9,79,8.13%,14.94%,0.5
TQQQ,15,71,8.12%,29.87%,0.3
FDL,5,81,8.12%,28.01%,0.3
SPHD,13,70,8.12%,44.91%,0.2
DTH,13,67,8.12%,29.69%,0.3
SPLV,12,74,8.11%,16.83%,0.5
SPTI,11,73,8.11%,37.28%,0.2
UNL,13,70,8.10%,23.73%,0.3
DHS,9,74,8.09%,23.47%,0.3
SPLV,5,83,8.09%,15.65%,0.5
IDLV,10,71,8.09%,19.42%,0.4
PHDG,10,70,8.09%,42.61%,0.2
GNMA,7,79,8.08%,30.68%,0.3
FDL,15,65,8.08%,60.60%,0.1
IOO,4,90,8.08%,9.34%,0.9
FDL,10,70,8.07%,45.39%,0.2
FDL,5,84,8.07%,19.81%,0.4
BIV,4,87,8.07%,50.39%,0.2
RSPT,13,74,8.07%,11.27%,0.7
IDLV,14,71,8.05%,6.38%,1.3
TQQQ,4,85,8.05%,37.15%,0.2
FDL,6,84,8.04%,17.27%,0.5
BIV,4,90,8.04%,25.75%,0.3
RSPT,10,80,8.04%,4.40%,1.8
RSPT,9,75,8.03%,23.70%,0.3
DHS,7,74,8.03%,27.84%,0.3
RSPT,11,78,8.02%,6.20%,1.3
IOO,11,77,8.02%,8.04%,1
FXE,15,70,8.02%,17.68%,0.5
RSPT,12,76,8.01%,8.79%,0.9
SPLV,4,73,8.00%,57.85%,0.1
SPTI,8,80,7.99%,27.25%,0.3
FDL,9,79,7.99%,17.33%,0.5
DHS,15,67,7.99%,38.20%,0.2
SPTI,4,89,7.98%,24.02%,0.3
FXE,5,79,7.98%,24.32%,0.3
DHS,11,74,7.98%,17.99%,0.4
FXE,15,69,7.97%,20.39%,0.4
IOO,13,65,7.97%,51.14%,0.2
TQQQ,3,91,7.97%,38.27%,0.2
PHDG,9,81,7.97%,9.82%,0.8
SPTI,11,72,7.96%,39.30%,0.2
GNMA,14,68,7.96%,42.95%,0.2
DHS,14,66,7.96%,45.31%,0.2
FDL,7,84,7.96%,8.96%,0.9
PHDG,9,80,7.94%,11.03%,0.7
PHDG,13,69,7.93%,46.19%,0.2
RSPT,8,77,7.93%,24.40%,0.3
DHS,9,76,7.93%,18.17%,0.4
USCI,12,71,7.92%,23.99%,0.3
FXE,7,75,7.92%,22.06%,0.4
TQQQ,7,77,7.92%,26.49%,0.3
FDL,12,69,7.91%,39.00%,0.2
IOO,9,67,7.91%,55.11%,0.1
RSPT,10,74,7.91%,19.20%,0.4
DTH,6,77,7.90%,28.20%,0.3
DTH,5,80,7.90%,29.40%,0.3
SPLV,7,69,7.89%,42.23%,0.2
PHDG,11,77,7.89%,9.82%,0.8
GNMA,5,86,7.89%,23.72%,0.3
PHDG,10,79,7.88%,9.82%,0.8
SPLV,4,76,7.87%,47.30%,0.2
FDL,6,76,7.87%,31.86%,0.2
PHDG,12,77,7.87%,9.82%,0.8
DHS,10,71,7.87%,29.70%,0.3
GNMA,6,85,7.86%,24.84%,0.3
TQQQ,6,77,7.86%,42.57%,0.2
FDL,13,74,7.86%,19.40%,0.4
RSPT,9,76,7.85%,22.42%,0.4
IOO,3,85,7.85%,35.20%,0.2
PHDG,5,83,7.85%,24.66%,0.3
IDLV,10,75,7.84%,8.78%,0.9
TQQQ,8,76,7.84%,32.67%,0.2
TQQQ,9,75,7.83%,35.42%,0.2
RSPT,9,79,7.83%,11.32%,0.7
DHS,15,69,7.83%,26.54%,0.3
SPTI,6,84,7.83%,24.02%,0.3
PHDG,13,76,7.83%,9.81%,0.8
IOO,5,73,7.82%,45.97%,0.2
PHDG,5,88,7.81%,15.10%,0.5
DTH,12,72,7.81%,18.16%,0.4
SPHD,10,78,7.81%,14.42%,0.5
SPHD,6,82,7.81%,17.02%,0.5
DTH,15,70,7.79%,12.48%,0.6
SPHD,8,80,7.79%,13.19%,0.6
BIV,6,84,7.78%,36.07%,0.2
DTH,11,69,7.78%,31.02%,0.3
GNMA,12,71,7.78%,42.30%,0.2
GNMA,11,72,7.78%,38.97%,0.2
FDL,6,77,7.77%,39.92%,0.2
BIV,5,87,7.77%,28.59%,0.3
GNMA,9,78,7.76%,24.11%,0.3
DTH,5,82,7.76%,24.78%,0.3
SPHD,6,80,7.76%,18.63%,0.4
PHDG,12,76,7.75%,9.82%,0.8
FXE,5,76,7.75%,42.77%,0.2
SPLV,4,85,7.75%,30.40%,0.3
SPHD,9,78,7.75%,18.51%,0.4
USCI,5,79,7.75%,37.15%,0.2
SPTI,5,87,7.74%,24.02%,0.3
PHDG,15,72,7.74%,9.82%,0.8
USCI,9,65,7.74%,41.99%,0.2
IOO,6,69,7.73%,62.80%,0.1
IDLV,9,76,7.73%,8.78%,0.9
IDLV,13,70,7.72%,17.46%,0.4
SPHD,11,70,7.71%,37.67%,0.2
GNMA,13,70,7.71%,42.08%,0.2
FDL,15,66,7.71%,47.08%,0.2
RSPT,8,78,7.70%,20.20%,0.4
FDL,15,74,7.70%,9.08%,0.8
SPLV,6,80,7.70%,18.83%,0.4
DTH,12,70,7.69%,24.23%,0.3
SPLV,6,79,7.69%,24.71%,0.3
IDLV,6,83,7.68%,3.74%,2.1
IDLV,9,75,7.67%,10.17%,0.8
DTH,14,71,7.65%,11.62%,0.7
RSPT,12,75,7.65%,10.94%,0.7
IOO,9,68,7.65%,41.71%,0.2
GNMA,9,82,7.65%,18.22%,0.4
SPLV,15,71,7.65%,20.22%,0.4
SPHD,7,73,7.64%,39.35%,0.2
PHDG,12,68,7.64%,39.77%,0.2
TQQQ,13,80,7.64%,5.49%,1.4
DTH,14,67,7.64%,26.29%,0.3
PHDG,9,72,7.63%,35.33%,0.2
FXE,6,77,7.63%,26.71%,0.3
FXE,5,75,7.63%,44.63%,0.2
FDL,5,85,7.62%,19.81%,0.4
SPLV,6,78,7.62%,33.40%,0.2
TQQQ,5,78,7.62%,54.63%,0.1
FDL,14,73,7.62%,20.39%,0.4
GNMA,5,87,7.61%,26.27%,0.3
TQQQ,14,67,7.61%,48.40%,0.2
EWH,15,71,7.61%,15.77%,0.5
PHDG,15,73,7.60%,9.81%,0.8
SPLV,5,69,7.60%,60.15%,0.1
GNMA,7,85,7.60%,20.75%,0.4
IDLV,12,69,7.60%,22.25%,0.3
DHS,7,72,7.59%,36.28%,0.2
FDL,15,73,7.57%,14.41%,0.5
SPHD,8,79,7.57%,20.86%,0.4
TQQQ,14,79,7.56%,5.49%,1.4
IOO,10,66,7.55%,64.63%,0.1
DHS,8,77,7.55%,18.39%,0.4
FDL,8,81,7.55%,17.33%,0.4
SPTI,10,77,7.54%,36.98%,0.2
FDL,5,89,7.53%,8.96%,0.8
IOO,5,87,7.53%,10.22%,0.7
FDL,5,88,7.53%,17.33%,0.4
GNMA,6,86,7.53%,25.04%,0.3
DHS,15,65,7.53%,58.87%,0.1
SPTI,13,72,7.52%,42.84%,0.2
SPTI,6,83,7.52%,24.43%,0.3
SPTI,12,74,7.52%,36.43%,0.2
FXE,7,76,7.51%,22.06%,0.3
TQQQ,14,66,7.51%,57.94%,0.1
FXE,7,70,7.51%,50.61%,0.1
FXE,4,82,7.50%,26.85%,0.3
IDLV,8,78,7.50%,7.17%,1
PHDG,6,87,7.50%,11.20%,0.7
SPHD,4,84,7.49%,23.39%,0.3
DTH,10,73,7.49%,22.38%,0.3
PHDG,10,78,7.48%,11.03%,0.7
FDL,8,73,7.48%,34.00%,0.2
TQQQ,15,78,7.47%,5.49%,1.4
DHS,5,79,7.47%,31.37%,0.2
DHS,7,78,7.47%,24.09%,0.3
DHS,9,72,7.47%,31.72%,0.2
SPHD,5,83,7.47%,23.69%,0.3
DHS,12,73,7.47%,22.00%,0.3
DHS,11,70,7.45%,29.87%,0.2
EWH,5,72,7.45%,40.62%,0.2
GNMA,10,77,7.44%,24.94%,0.3
IDLV,11,72,7.44%,14.09%,0.5
PHDG,13,66,7.43%,35.39%,0.2
DHS,13,69,7.43%,32.36%,0.2
FXE,14,69,7.43%,20.44%,0.4
PHDG,14,66,7.42%,34.26%,0.2
IDLV,14,69,7.42%,18.84%,0.4
PHDG,12,69,7.41%,43.52%,0.2
SPLV,4,79,7.41%,38.65%,0.2
DHS,9,70,7.41%,34.28%,0.2
SPLV,12,73,7.40%,20.16%,0.4
DTH,14,69,7.40%,22.60%,0.3
FDL,12,77,7.40%,8.96%,0.8
USCI,9,79,7.40%,14.78%,0.5
RSPT,11,76,7.40%,11.33%,0.7
RSPT,7,84,7.40%,6.39%,1.2
GNMA,13,74,7.39%,25.65%,0.3
GNMA,11,76,7.39%,24.94%,0.3
FDL,6,85,7.39%,17.33%,0.4
FDL,13,67,7.38%,45.29%,0.2
RSPT,8,76,7.38%,32.25%,0.2
SPHD,4,85,7.38%,32.47%,0.2
FDL,13,76,7.38%,8.96%,0.8
IDLV,9,74,7.37%,17.31%,0.4
DHS,13,72,7.37%,25.03%,0.3
SPLV,13,65,7.37%,55.15%,0.1
DTH,9,73,7.36%,17.69%,0.4
DHS,10,75,7.36%,17.99%,0.4
GNMA,9,76,7.36%,30.68%,0.2
FXE,9,74,7.36%,23.29%,0.3
DTH,8,70,7.36%,39.14%,0.2
IOO,9,66,7.36%,60.46%,0.1
USCI,5,75,7.35%,48.24%,0.2
SPLV,6,81,7.35%,23.12%,0.3
DHS,7,70,7.35%,47.83%,0.2
PHDG,4,93,7.34%,2.28%,3.2
DHS,9,71,7.34%,30.84%,0.2
SPTI,10,73,7.33%,39.34%,0.2
GNMA,9,75,7.31%,30.70%,0.2
BIV,11,73,7.31%,41.25%,0.2
DHS,14,67,7.31%,38.45%,0.2
USCI,7,74,7.29%,48.55%,0.2
FDL,14,66,7.29%,54.84%,0.1
SPTI,10,76,7.29%,36.98%,0.2
PHDG,8,74,7.29%,31.79%,0.2
GNMA,13,68,7.29%,40.64%,0.2
SPLV,13,72,7.29%,16.72%,0.4
GNMA,4,88,7.29%,21.39%,0.3
PHDG,5,87,7.28%,20.87%,0.3
TQQQ,14,80,7.27%,2.80%,2.6
FDL,14,75,7.27%,9.08%,0.8
FXE,6,74,7.27%,39.25%,0.2
EWH,15,70,7.27%,15.82%,0.5
DHS,8,78,7.26%,15.51%,0.5
DHS,6,77,7.26%,25.38%,0.3
TQQQ,6,76,7.26%,61.70%,0.1
FDL,11,69,7.26%,46.20%,0.2
SPTI,3,93,7.25%,24.02%,0.3
SPTI,9,74,7.25%,39.01%,0.2
SPHD,7,80,7.24%,20.51%,0.4
GNMA,11,71,7.24%,42.30%,0.2
PHDG,4,92,7.24%,5.92%,1.2
DTH,12,69,7.24%,18.90%,0.4
IOO,3,94,7.24%,12.29%,0.6
DHS,14,69,7.24%,27.03%,0.3
DTH,12,67,7.23%,36.44%,0.2
SPLV,4,84,7.23%,35.54%,0.2
DTH,11,73,7.22%,18.16%,0.4
DHS,8,73,7.22%,28.89%,0.2
RSPT,14,74,7.22%,9.66%,0.7
SPLV,15,72,7.21%,17.87%,0.4
GNMA,10,74,7.21%,32.94%,0.2
IOO,5,89,7.20%,4.36%,1.7
DTH,15,65,7.20%,35.13%,0.2
GNMA,11,78,7.19%,21.48%,0.3
IOO,8,67,7.19%,58.46%,0.1
GNMA,12,75,7.19%,25.65%,0.3
BIV,7,82,7.18%,33.22%,0.2
DHS,7,73,7.18%,36.64%,0.2
FDL,4,81,7.18%,44.87%,0.2
PHDG,11,71,7.17%,39.27%,0.2
BIV,4,85,7.17%,57.90%,0.1
DTH,8,76,7.16%,21.73%,0.3
RSPT,8,80,7.16%,11.17%,0.6
IDLV,15,68,7.16%,24.75%,0.3
SPLV,10,74,7.16%,21.05%,0.3
FXE,3,88,7.16%,30.85%,0.2
DTH,14,65,7.16%,37.53%,0.2
USCI,6,69,7.16%,50.23%,0.1
SPHD,7,81,7.15%,15.57%,0.5
SPLV,6,66,7.15%,70.15%,0.1
DTH,13,71,7.15%,11.74%,0.6
SPLV,4,77,7.15%,45.56%,0.2
SPLV,14,73,7.14%,16.26%,0.4
PHDG,13,68,7.14%,42.08%,0.2
SPHD,7,79,7.14%,22.46%,0.3
IDLV,10,73,7.14%,14.09%,0.5
DHS,6,76,7.14%,31.37%,0.2
SPLV,11,74,7.13%,21.22%,0.3
SPTI,14,73,7.13%,44.62%,0.2
GNMA,8,83,7.13%,20.75%,0.3
GNMA,9,81,7.12%,20.75%,0.3
RSPT,7,79,7.12%,29.09%,0.2
FXE,11,68,7.11%,41.44%,0.2
RSPT,7,78,7.11%,26.38%,0.3
GNMA,10,73,7.11%,33.87%,0.2
TQQQ,13,67,7.11%,51.18%,0.1
DTH,7,77,7.10%,23.61%,0.3
UNL,12,71,7.09%,26.25%,0.3
SPTI,14,72,7.09%,41.90%,0.2
DTH,13,72,7.08%,11.38%,0.6
SPLV,7,65,7.07%,64.01%,0.1
RSPT,8,79,7.07%,14.70%,0.5
EWH,7,67,7.07%,46.36%,0.2
USCI,7,75,7.07%,46.98%,0.2
SPHD,12,76,7.06%,8.93%,0.8
PHDG,13,75,7.06%,9.82%,0.7
IOO,11,66,7.06%,52.12%,0.1
GNMA,11,70,7.06%,39.78%,0.2
TQQQ,15,79,7.06%,3.65%,1.9
IOO,7,84,7.05%,4.36%,1.6
PHDG,10,71,7.05%,44.46%,0.2
BIV,6,81,7.05%,40.69%,0.2
IDLV,7,81,7.05%,4.48%,1.6
BIV,7,81,7.05%,41.31%,0.2
DTH,9,75,7.05%,21.73%,0.3
DHS,13,68,7.04%,37.20%,0.2
DHS,10,68,7.04%,46.55%,0.2
DHS,6,71,7.04%,51.96%,0.1
RSPT,6,85,7.04%,16.01%,0.4
EWH,8,72,7.04%,30.34%,0.2
IOO,9,81,7.04%,4.26%,1.7
DHS,11,66,7.03%,59.77%,0.1
RSPT,7,82,7.03%,11.60%,0.6
IOO,6,86,7.03%,4.36%,1.6
FDL,6,87,7.03%,8.96%,0.8
BIV,8,81,7.03%,32.60%,0.2
PHDG,14,75,7.03%,9.81%,0.7
FDL,4,85,7.02%,27.12%,0.3
FXE,5,80,7.02%,24.45%,0.3
FDL,10,71,7.01%,40.92%,0.2
FDL,4,90,7.01%,17.27%,0.4
DTH,8,74,7.00%,17.69%,0.4
SPTI,9,79,7.00%,32.76%,0.2
IDLV,12,73,6.99%,6.38%,1.1
SPHD,6,81,6.99%,24.95%,0.3
PHDG,15,67,6.98%,38.15%,0.2
PHDG,8,83,6.98%,11.03%,0.6
PHDG,6,83,6.98%,24.66%,0.3
FDL,5,83,6.97%,23.31%,0.3
USCI,12,70,6.97%,27.96%,0.2
TQQQ,10,74,6.96%,35.87%,0.2
DTH,14,70,6.96%,15.87%,0.4
SPLV,8,79,6.96%,21.64%,0.3
BIV,10,74,6.96%,50.89%,0.1
DHS,10,78,6.95%,8.96%,0.8
GNMA,11,74,6.95%,30.70%,0.2
IDLV,12,70,6.95%,21.32%,0.3
BIV,6,85,6.94%,28.98%,0.2
SPLV,4,83,6.94%,32.17%,0.2
GNMA,10,75,6.94%,30.68%,0.2
EWH,13,72,6.94%,15.77%,0.4
BIV,4,84,6.94%,52.02%,0.1
IDLV,7,79,6.93%,9.75%,0.7
DHS,15,68,6.93%,33.19%,0.2
RSPT,11,79,6.93%,3.78%,1.8
USCI,7,76,6.93%,38.12%,0.2
UNL,8,77,6.93%,15.38%,0.5
FDL,10,79,6.93%,8.96%,0.8
IOO,11,78,6.92%,6.46%,1.1
DTH,11,70,6.92%,23.78%,0.3
SPLV,5,84,6.91%,16.42%,0.4
DHS,7,75,6.91%,25.06%,0.3
USCI,5,80,6.90%,28.38%,0.2
GNMA,5,88,6.89%,25.60%,0.3
USCI,11,78,6.89%,14.78%,0.5
SPTI,7,82,6.88%,35.22%,0.2
FDL,3,87,6.88%,34.24%,0.2
BIV,7,83,6.87%,35.77%,0.2
USCI,12,77,6.87%,14.78%,0.5
DTH,14,72,6.86%,12.16%,0.6
SPTI,9,78,6.86%,37.26%,0.2
IDLV,7,80,6.86%,7.75%,0.9
DTH,15,68,6.86%,19.68%,0.3
TQQQ,13,81,6.86%,2.80%,2.4
PHDG,14,74,6.85%,9.81%,0.7
EWH,6,69,6.85%,46.49%,0.1
SPLV,10,75,6.85%,17.73%,0.4
RSPT,8,83,6.84%,4.40%,1.6
USCI,5,74,6.84%,49.01%,0.1
IDLV,11,74,6.84%,9.14%,0.7
FXE,14,66,6.84%,31.32%,0.2
SPLV,6,76,6.84%,37.49%,0.2
SPTI,14,74,6.82%,49.40%,0.1
FXE,6,72,6.82%,49.08%,0.1
IDLV,13,67,6.82%,38.69%,0.2
PHDG,11,78,6.82%,9.82%,0.7
IDLV,6,82,6.82%,10.43%,0.7
DHS,14,73,6.81%,10.42%,0.7
FDL,11,78,6.81%,8.96%,0.8
PHDG,6,82,6.80%,24.66%,0.3
GNMA,8,77,6.80%,30.68%,0.2
BIV,4,83,6.80%,50.57%,0.1
IOO,7,85,6.80%,2.52%,2.7
GNMA,13,75,6.79%,32.76%,0.2
RSPT,6,81,6.78%,30.29%,0.2
SPHD,11,77,6.77%,10.82%,0.6
TQQQ,13,68,6.77%,48.95%,0.1
SPLV,14,76,6.76%,8.50%,0.8
TQQQ,13,72,6.76%,29.87%,0.2
BIV,7,80,6.74%,47.46%,0.1
DHS,13,74,6.74%,9.34%,0.7
SPHD,6,75,6.74%,45.97%,0.1
DHS,12,76,6.74%,9.15%,0.7
