Lookback (days),RSIs,symbol,AR (%),sharpe_ratio,MD ,calmer_ratio
9,76,SPHD,9.63%,0.6,31.29%,0.3
6,86,PHDG,9.63%,1.1,11.03%,0.9
7,77,FDL,9.63%,0.6,25.02%,0.4
10,77,SPHD,9.62%,0.7,16.51%,0.6
8,69,IOO,9.62%,0.5,32.04%,0.3
13,69,FXE,9.62%,0.5,20.28%,0.5
6,71,IOO,9.61%,0.5,35.27%,0.3
11,73,DHS,9.60%,0.7,23.15%,0.4
12,75,IOO,9.60%,0.8,10.90%,0.9
6,84,PHDG,9.59%,1.0,14.93%,0.6
10,77,IOO,9.59%,0.8,9.94%,1.0
8,73,USCI,9.58%,0.5,41.43%,0.2
13,73,TQQQ,9.57%,0.7,31.02%,0.3
6,74,SPLV,9.56%,0.5,37.11%,0.3
5,85,GNMA,9.56%,0.6,21.47%,0.4
6,81,FDL,9.55%,0.7,18.64%,0.5
15,65,USCI,9.55%,0.5,36.54%,0.3
13,71,FXE,9.54%,0.6,18.91%,0.5
13,69,GNMA,9.54%,0.5,38.40%,0.2
14,78,TQQQ,9.53%,1.0,5.12%,1.9
15,74,TQQQ,9.52%,0.7,31.11%,0.3
6,76,USCI,9.52%,0.5,44.15%,0.2
13,71,PHDG,9.52%,0.6,30.42%,0.3
11,73,IDLV,9.52%,1.0,6.38%,1.5
6,83,TQQQ,9.52%,0.7,22.85%,0.4
4,90,TQQQ,9.51%,0.7,16.26%,0.6
10,79,GNMA,9.51%,0.6,18.12%,0.5
10,73,SPLV,9.50%,0.5,34.60%,0.3
12,67,IOO,9.49%,0.5,26.55%,0.4
9,78,FDL,9.49%,0.8,17.33%,0.5
5,71,SPLV,9.49%,0.4,50.39%,0.2
15,69,USCI,9.49%,0.5,24.75%,0.4
14,70,DHS,9.49%,0.7,26.95%,0.4
4,74,SPLV,9.48%,0.4,54.22%,0.2
14,69,USCI,9.48%,0.5,26.49%,0.4
5,80,SPHD,9.47%,0.6,25.53%,0.4
6,72,USCI,9.47%,0.5,42.52%,0.2
4,92,TQQQ,9.46%,0.8,12.11%,0.8
7,71,USCI,9.46%,0.5,44.72%,0.2
10,78,FDL,9.45%,0.8,17.33%,0.5
6,76,FXE,9.44%,0.5,29.80%,0.3
11,71,SPHD,9.42%,0.5,30.19%,0.3
6,84,IOO,9.42%,0.8,11.75%,0.8
9,72,USCI,9.42%,0.5,38.01%,0.2
10,76,TQQQ,9.42%,0.7,27.32%,0.3
15,69,FDL,9.41%,0.6,26.38%,0.4
7,75,DTH,9.41%,0.6,20.38%,0.5
3,93,TQQQ,9.41%,0.7,25.91%,0.4
7,74,FXE,9.41%,0.5,26.63%,0.4
6,80,FDL,9.41%,0.6,20.14%,0.5
7,81,PHDG,9.40%,1.0,14.93%,0.6
6,76,SPHD,9.39%,0.5,29.68%,0.3
6,84,TQQQ,9.39%,0.7,16.11%,0.6
8,75,DHS,9.38%,0.6,25.06%,0.4
12,73,SPTI,9.38%,0.5,41.09%,0.2
13,79,TQQQ,9.37%,1.0,4.51%,2.1
4,75,SPLV,9.37%,0.4,52.77%,0.2
10,78,GNMA,9.37%,0.6,25.74%,0.4
7,74,SPHD,9.36%,0.5,32.66%,0.3
7,69,IOO,9.36%,0.5,35.91%,0.3
15,70,IDLV,9.36%,0.9,6.38%,1.5
11,73,PHDG,9.36%,0.6,37.87%,0.2
10,76,FDL,9.34%,0.8,19.87%,0.5
12,66,IOO,9.32%,0.5,40.30%,0.2
3,94,TQQQ,9.32%,0.7,16.03%,0.6
13,71,SPLV,9.32%,0.6,34.63%,0.3
6,86,FDL,9.30%,0.9,8.96%,1.0
9,69,SPLV,9.30%,0.5,37.99%,0.2
8,71,SPLV,9.29%,0.5,38.23%,0.2
8,71,DTH,9.29%,0.5,33.92%,0.3
4,86,GNMA,9.28%,0.5,28.93%,0.3
8,74,FDL,9.28%,0.6,25.34%,0.4
13,73,FDL,9.28%,0.8,20.20%,0.5
6,82,TQQQ,9.28%,0.7,22.92%,0.4
5,86,IOO,9.28%,0.8,13.43%,0.7
8,80,IOO,9.28%,0.8,9.62%,1.0
15,67,SPLV,9.27%,0.5,39.03%,0.2
4,85,GNMA,9.26%,0.5,27.44%,0.3
13,67,SPLV,9.24%,0.5,34.00%,0.3
14,68,FXE,9.24%,0.5,20.28%,0.5
10,75,RSPT,9.24%,0.8,16.72%,0.6
7,79,PHDG,9.23%,0.7,22.43%,0.4
12,80,TQQQ,9.22%,1.0,4.51%,2.0
14,67,SPLV,9.22%,0.5,36.43%,0.3
12,72,IDLV,9.22%,0.9,6.38%,1.4
4,84,TQQQ,9.22%,0.6,47.13%,0.2
8,79,SPTI,9.22%,0.5,28.33%,0.3
6,82,BIV,9.22%,0.5,29.37%,0.3
11,77,FDL,9.21%,0.8,8.96%,1.0
15,77,TQQQ,9.20%,1.0,11.19%,0.8
6,79,FDL,9.19%,0.6,25.02%,0.4
6,68,SPLV,9.18%,0.4,50.03%,0.2
8,74,FXE,9.18%,0.5,22.57%,0.4
10,71,SPHD,9.18%,0.5,32.76%,0.3
9,81,RSPT,9.17%,1.1,4.40%,2.1
8,82,IOO,9.17%,0.8,4.62%,2.0
15,70,USCI,9.16%,0.6,21.08%,0.4
6,83,FDL,9.16%,0.7,20.70%,0.4
7,78,SPTI,9.16%,0.5,36.82%,0.2
6,80,PHDG,9.16%,0.6,24.66%,0.4
6,70,USCI,9.15%,0.5,36.29%,0.3
10,74,IDLV,9.15%,0.9,8.68%,1.1
7,72,SPLV,9.14%,0.5,39.05%,0.2
8,81,IOO,9.14%,0.8,8.04%,1.1
12,72,DHS,9.13%,0.7,27.11%,0.3
9,73,PHDG,9.13%,0.6,35.04%,0.3
10,76,RSPT,9.13%,0.9,12.78%,0.7
11,74,SPTI,9.12%,0.5,36.53%,0.2
7,77,SPLV,9.12%,0.6,24.42%,0.4
5,83,GNMA,9.11%,0.5,27.53%,0.3
7,83,IOO,9.11%,0.8,8.23%,1.1
5,86,TQQQ,9.11%,0.7,18.38%,0.5
6,81,GNMA,9.11%,0.5,25.54%,0.4
7,70,USCI,9.11%,0.5,35.12%,0.3
13,66,DTH,9.10%,0.5,33.59%,0.3
7,76,DHS,9.10%,0.6,24.98%,0.4
7,73,FXE,9.10%,0.5,33.48%,0.3
8,78,GNMA,9.08%,0.5,26.09%,0.3
8,72,USCI,9.08%,0.5,40.90%,0.2
9,84,TQQQ,9.07%,1.1,4.51%,2.0
10,72,FDL,9.06%,0.6,25.34%,0.4
13,67,FXE,9.06%,0.5,23.90%,0.4
14,73,TQQQ,9.06%,0.7,31.25%,0.3
4,89,TQQQ,9.05%,0.7,23.16%,0.4
11,70,PHDG,9.05%,0.5,39.86%,0.2
9,73,DHS,9.05%,0.6,27.06%,0.3
5,81,SPLV,9.04%,0.5,30.13%,0.3
6,72,EWH,9.04%,0.5,39.94%,0.2
12,65,SPLV,9.02%,0.4,47.84%,0.2
5,82,TQQQ,9.02%,0.6,29.34%,0.3
5,81,DTH,9.01%,0.6,26.21%,0.3
4,72,SPLV,9.01%,0.4,59.27%,0.2
4,86,BIV,9.01%,0.5,52.67%,0.2
10,75,TQQQ,8.99%,0.6,30.74%,0.3
8,68,SPLV,8.99%,0.4,41.22%,0.2
8,76,PHDG,8.99%,0.6,34.07%,0.3
3,87,IOO,8.97%,0.6,29.95%,0.3
9,76,TQQQ,8.97%,0.6,33.75%,0.3
5,78,FXE,8.97%,0.5,29.88%,0.3
12,74,FDL,8.96%,0.7,15.82%,0.6
13,71,IDLV,8.96%,0.9,6.38%,1.4
10,72,FXE,8.96%,0.6,21.61%,0.4
15,70,DHS,8.95%,0.7,27.09%,0.3
13,70,USCI,8.95%,0.5,28.11%,0.3
4,88,TQQQ,8.95%,0.6,30.95%,0.3
8,76,SPTI,8.94%,0.5,36.57%,0.2
10,68,IOO,8.94%,0.5,33.54%,0.3
13,74,IOO,8.93%,0.7,9.90%,0.9
11,82,TQQQ,8.93%,1.0,4.51%,2.0
9,75,PHDG,8.93%,0.6,32.64%,0.3
8,82,GNMA,8.92%,0.6,18.95%,0.5
7,82,IOO,8.92%,0.7,8.61%,1.0
14,68,DHS,8.92%,0.6,34.87%,0.3
8,70,SPLV,8.92%,0.4,38.50%,0.2
6,73,SPLV,8.92%,0.4,41.25%,0.2
15,68,GNMA,8.92%,0.5,43.41%,0.2
6,72,IOO,8.92%,0.5,34.34%,0.3
11,71,DHS,8.91%,0.6,31.62%,0.3
9,77,RSPT,8.91%,0.8,18.28%,0.5
8,75,PHDG,8.91%,0.6,35.41%,0.3
14,72,SPLV,8.90%,0.7,17.26%,0.5
4,83,TQQQ,8.90%,0.5,47.95%,0.2
7,77,SPTI,8.89%,0.5,33.59%,0.3
12,68,DTH,8.89%,0.5,27.81%,0.3
12,71,FXE,8.88%,0.5,20.59%,0.4
10,77,RSPT,8.87%,1.0,10.53%,0.8
8,82,PHDG,8.86%,1.0,11.03%,0.8
11,68,IOO,8.85%,0.5,23.87%,0.4
14,70,USCI,8.83%,0.5,23.99%,0.4
8,71,DHS,8.83%,0.5,31.23%,0.3
13,73,SPLV,8.82%,0.7,18.33%,0.5
9,80,RSPT,8.81%,1.1,6.39%,1.4
5,89,PHDG,8.80%,1.2,11.20%,0.8
6,78,DTH,8.80%,0.6,25.44%,0.3
11,75,FDL,8.80%,0.7,18.42%,0.5
15,73,TQQQ,8.80%,0.6,31.25%,0.3
10,79,IOO,8.79%,0.8,6.57%,1.3
5,82,SPLV,8.79%,0.6,19.34%,0.5
7,88,TQQQ,8.78%,1.1,4.51%,1.9
7,82,PHDG,8.78%,0.9,14.93%,0.6
7,75,FDL,8.77%,0.5,29.90%,0.3
8,82,RSPT,8.77%,1.1,6.39%,1.4
2,94,IOO,8.77%,0.6,34.01%,0.3
14,70,FXE,8.76%,0.5,20.39%,0.4
10,74,SPTI,8.76%,0.5,31.27%,0.3
11,67,DTH,8.76%,0.5,41.10%,0.2
11,76,FDL,8.76%,0.7,17.33%,0.5
12,71,IDLV,8.75%,0.7,14.09%,0.6
5,92,TQQQ,8.74%,1.0,4.51%,1.9
11,67,DHS,8.74%,0.5,43.55%,0.2
9,80,FDL,8.74%,0.8,8.96%,1.0
5,82,FDL,8.74%,0.6,27.12%,0.3
8,86,TQQQ,8.73%,1.1,4.51%,1.9
13,68,DTH,8.73%,0.5,23.77%,0.4
7,67,USCI,8.73%,0.4,39.73%,0.2
4,82,FDL,8.73%,0.5,32.62%,0.3
13,67,PHDG,8.72%,0.5,32.38%,0.3
6,71,USCI,8.72%,0.4,42.26%,0.2
8,78,SPTI,8.72%,0.5,31.75%,0.3
9,77,SPTI,8.72%,0.5,31.75%,0.3
14,72,TQQQ,8.71%,0.6,29.87%,0.3
12,76,IOO,8.70%,0.7,8.04%,1.1
10,70,SPLV,8.70%,0.5,37.44%,0.2
12,81,TQQQ,8.70%,1.0,4.51%,1.9
14,71,SPLV,8.69%,0.7,21.79%,0.4
10,73,DHS,8.69%,0.6,23.99%,0.4
8,81,PHDG,8.69%,1.0,11.03%,0.8
3,94,SPTI,8.69%,0.5,24.02%,0.4
7,77,DHS,8.68%,0.6,23.94%,0.4
15,69,SPHD,8.67%,0.5,49.17%,0.2
4,84,FDL,8.67%,0.6,23.88%,0.4
4,94,TQQQ,8.67%,1.0,4.51%,1.9
5,82,GNMA,8.66%,0.5,25.32%,0.3
12,74,TQQQ,8.64%,0.6,32.02%,0.3
5,85,BIV,8.63%,0.5,34.99%,0.2
12,70,GNMA,8.63%,0.5,39.54%,0.2
14,71,DHS,8.63%,0.7,26.62%,0.3
9,80,IOO,8.63%,0.7,8.23%,1.0
10,78,IOO,8.63%,0.7,8.04%,1.1
8,80,FDL,8.63%,0.8,17.33%,0.5
6,82,FDL,8.62%,0.6,19.81%,0.4
7,84,PHDG,8.62%,1.0,11.03%,0.8
12,69,GNMA,8.62%,0.5,38.40%,0.2
11,77,RSPT,8.62%,1.0,8.79%,1.0
14,66,DTH,8.61%,0.5,31.93%,0.3
6,79,DTH,8.60%,0.6,28.71%,0.3
8,81,GNMA,8.59%,0.5,25.30%,0.3
11,72,DHS,8.57%,0.6,28.12%,0.3
9,80,GNMA,8.56%,0.5,25.30%,0.3
3,92,TQQQ,8.56%,0.6,34.07%,0.3
11,70,IDLV,8.56%,0.5,23.01%,0.4
10,77,FDL,8.56%,0.7,17.33%,0.5
11,77,GNMA,8.56%,0.5,32.39%,0.3
12,76,GNMA,8.55%,0.5,32.76%,0.3
14,73,RSPT,8.54%,0.9,11.91%,0.7
14,69,GNMA,8.54%,0.5,42.43%,0.2
10,72,DTH,8.54%,0.6,19.52%,0.4
8,77,IDLV,8.53%,0.9,9.36%,0.9
7,77,PHDG,8.52%,0.5,33.91%,0.3
8,77,PHDG,8.52%,0.6,22.54%,0.4
10,76,DHS,8.51%,0.8,16.47%,0.5
5,86,SPTI,8.50%,0.5,24.02%,0.4
15,68,PHDG,8.50%,0.5,43.53%,0.2
5,83,BIV,8.49%,0.4,48.48%,0.2
3,90,TQQQ,8.49%,0.5,44.56%,0.2
14,70,IDLV,8.48%,0.7,11.68%,0.7
12,66,DTH,8.48%,0.5,38.04%,0.2
10,72,DHS,8.47%,0.6,27.65%,0.3
9,71,DTH,8.47%,0.5,31.61%,0.3
7,83,GNMA,8.47%,0.5,23.34%,0.4
4,81,FXE,8.47%,0.5,26.27%,0.3
9,73,FXE,8.46%,0.5,22.23%,0.4
15,66,DTH,8.45%,0.5,24.58%,0.3
6,79,DHS,8.45%,0.6,22.41%,0.4
11,71,DTH,8.45%,0.6,20.44%,0.4
9,77,GNMA,8.44%,0.5,26.09%,0.3
4,80,IOO,8.43%,0.5,34.55%,0.2
15,71,DHS,8.43%,0.7,18.67%,0.5
10,83,TQQQ,8.42%,1.0,4.51%,1.9
12,75,FDL,8.42%,0.7,17.33%,0.5
8,81,RSPT,8.41%,1.0,8.39%,1.0
5,76,SPLV,8.40%,0.4,45.38%,0.2
5,85,TQQQ,8.40%,0.6,21.51%,0.4
11,70,USCI,8.40%,0.5,24.15%,0.3
15,72,TQQQ,8.40%,0.6,32.24%,0.3
5,81,GNMA,8.40%,0.5,30.62%,0.3
7,73,USCI,8.39%,0.5,49.25%,0.2
5,80,FDL,8.39%,0.5,27.12%,0.3
14,74,FDL,8.38%,0.8,9.08%,0.9
12,66,SPLV,8.38%,0.4,50.09%,0.2
11,73,RSPT,8.37%,0.7,19.60%,0.4
5,81,SPHD,8.37%,0.5,26.38%,0.3
6,85,PHDG,8.37%,0.9,14.93%,0.6
9,78,RSPT,8.37%,0.9,10.53%,0.8
14,67,FDL,8.37%,0.5,39.14%,0.2
8,76,BIV,8.37%,0.4,36.47%,0.2
5,80,DHS,8.36%,0.5,25.32%,0.3
15,66,TQQQ,8.35%,0.5,56.41%,0.1
7,81,SPTI,8.35%,0.5,24.43%,0.3
6,67,SPLV,8.34%,0.4,62.09%,0.1
6,73,USCI,8.34%,0.4,46.63%,0.2
15,72,FDL,8.34%,0.7,20.45%,0.4
11,71,FDL,8.33%,0.5,27.63%,0.3
15,66,DHS,8.33%,0.5,38.74%,0.2
11,74,TQQQ,8.33%,0.6,32.77%,0.3
15,70,SPLV,8.31%,0.6,23.77%,0.3
13,70,DTH,8.31%,0.7,17.72%,0.5
10,79,RSPT,8.31%,1.0,6.39%,1.3
15,69,EWH,8.31%,0.6,17.70%,0.5
9,74,DTH,8.30%,0.7,18.95%,0.4
13,70,FXE,8.30%,0.5,19.44%,0.4
8,74,DHS,8.29%,0.6,25.06%,0.3
7,84,GNMA,8.29%,0.5,20.75%,0.4
9,85,TQQQ,8.29%,1.0,4.51%,1.8
8,72,DTH,8.28%,0.5,33.94%,0.2
12,70,SPHD,8.28%,0.5,38.79%,0.2
13,75,FDL,8.28%,0.8,9.08%,0.9
8,73,DTH,8.28%,0.6,23.03%,0.4
7,78,PHDG,8.27%,0.6,24.00%,0.3
8,75,USCI,8.26%,0.5,31.81%,0.3
6,90,TQQQ,8.25%,1.0,4.51%,1.8
15,69,IDLV,8.25%,0.7,13.98%,0.6
11,75,SPTI,8.25%,0.5,32.13%,0.3
10,68,DTH,8.24%,0.5,40.16%,0.2
12,73,TQQQ,8.23%,0.6,31.02%,0.3
10,74,DHS,8.23%,0.6,20.51%,0.4
5,82,BIV,8.23%,0.4,54.28%,0.2
15,66,FXE,8.23%,0.5,27.01%,0.3
7,74,DTH,8.23%,0.5,26.20%,0.3
7,76,TQQQ,8.22%,0.5,36.71%,0.2
6,77,SPLV,8.22%,0.5,35.69%,0.2
3,94,BIV,8.22%,0.5,34.27%,0.2
10,65,IOO,8.22%,0.4,56.34%,0.1
15,66,PHDG,8.22%,0.4,32.14%,0.3
11,70,FDL,8.22%,0.5,32.47%,0.3
12,76,FDL,8.21%,0.8,8.96%,0.9
15,67,FXE,8.19%,0.5,19.44%,0.4
9,77,DHS,8.18%,0.7,15.51%,0.5
13,73,SPTI,8.18%,0.5,37.30%,0.2
5,84,BIV,8.18%,0.4,41.37%,0.2
7,83,RSPT,8.18%,1.0,11.58%,0.7
13,70,DHS,8.18%,0.6,29.68%,0.3
14,72,DHS,8.17%,0.7,12.08%,0.7
12,70,DHS,8.17%,0.6,29.54%,0.3
8,76,DHS,8.16%,0.6,22.90%,0.4
6,76,DTH,8.16%,0.5,31.61%,0.3
15,71,DTH,8.16%,0.8,10.62%,0.8
5,87,TQQQ,8.15%,0.6,20.61%,0.4
4,78,SPLV,8.15%,0.4,40.21%,0.2
7,82,FDL,8.14%,0.7,17.33%,0.5
8,82,FDL,8.13%,0.8,8.96%,0.9
10,78,RSPT,8.13%,1.0,10.74%,0.8
15,69,DTH,8.13%,0.7,17.99%,0.5
9,79,SPHD,8.13%,0.7,14.94%,0.5
15,71,TQQQ,8.12%,0.6,29.87%,0.3
5,81,FDL,8.12%,0.5,28.01%,0.3
13,70,SPHD,8.12%,0.5,44.91%,0.2
13,67,DTH,8.12%,0.5,29.69%,0.3
12,74,SPLV,8.11%,0.7,16.83%,0.5
11,73,SPTI,8.11%,0.4,37.28%,0.2
13,70,UNL,8.10%,0.6,23.73%,0.3
9,74,DHS,8.09%,0.6,23.47%,0.3
5,83,SPLV,8.09%,0.6,15.65%,0.5
10,71,IDLV,8.09%,0.5,19.42%,0.4
10,70,PHDG,8.09%,0.5,42.61%,0.2
7,79,GNMA,8.08%,0.5,30.68%,0.3
15,65,FDL,8.08%,0.4,60.60%,0.1
4,90,IOO,8.08%,0.9,9.34%,0.9
10,70,FDL,8.07%,0.5,45.39%,0.2
5,84,FDL,8.07%,0.6,19.81%,0.4
4,87,BIV,8.07%,0.4,50.39%,0.2
13,74,RSPT,8.07%,0.9,11.27%,0.7
14,71,IDLV,8.05%,0.9,6.38%,1.3
4,85,TQQQ,8.05%,0.5,37.15%,0.2
6,84,FDL,8.04%,0.7,17.27%,0.5
4,90,BIV,8.04%,0.5,25.75%,0.3
10,80,RSPT,8.04%,1.1,4.40%,1.8
9,75,RSPT,8.03%,0.7,23.70%,0.3
7,74,DHS,8.03%,0.5,27.84%,0.3
11,78,RSPT,8.02%,1.0,6.20%,1.3
11,77,IOO,8.02%,0.7,8.04%,1.0
15,70,FXE,8.02%,0.5,17.68%,0.5
12,76,RSPT,8.01%,1.0,8.79%,0.9
4,73,SPLV,8.00%,0.4,57.85%,0.1
8,80,SPTI,7.99%,0.5,27.25%,0.3
9,79,FDL,7.99%,0.7,17.33%,0.5
15,67,DHS,7.99%,0.5,38.20%,0.2
4,89,SPTI,7.98%,0.5,24.02%,0.3
5,79,FXE,7.98%,0.5,24.32%,0.3
11,74,DHS,7.98%,0.7,17.99%,0.4
15,69,FXE,7.97%,0.5,20.39%,0.4
13,65,IOO,7.97%,0.4,51.14%,0.2
3,91,TQQQ,7.97%,0.6,38.27%,0.2
9,81,PHDG,7.97%,0.9,9.82%,0.8
11,72,SPTI,7.96%,0.4,39.30%,0.2
14,68,GNMA,7.96%,0.5,42.95%,0.2
14,66,DHS,7.96%,0.5,45.31%,0.2
7,84,FDL,7.96%,0.8,8.96%,0.9
9,80,PHDG,7.94%,0.9,11.03%,0.7
13,69,PHDG,7.93%,0.5,46.19%,0.2
8,77,RSPT,7.93%,0.7,24.40%,0.3
9,76,DHS,7.93%,0.6,18.17%,0.4
12,71,USCI,7.92%,0.5,23.99%,0.3
7,75,FXE,7.92%,0.5,22.06%,0.4
7,77,TQQQ,7.92%,0.5,26.49%,0.3
12,69,FDL,7.91%,0.5,39.00%,0.2
9,67,IOO,7.91%,0.4,55.11%,0.1
10,74,RSPT,7.91%,0.7,19.20%,0.4
6,77,DTH,7.90%,0.5,28.20%,0.3
5,80,DTH,7.90%,0.5,29.40%,0.3
7,69,SPLV,7.89%,0.4,42.23%,0.2
11,77,PHDG,7.89%,0.9,9.82%,0.8
5,86,GNMA,7.89%,0.5,23.72%,0.3
10,79,PHDG,7.88%,0.9,9.82%,0.8
4,76,SPLV,7.87%,0.4,47.30%,0.2
6,76,FDL,7.87%,0.5,31.86%,0.2
12,77,PHDG,7.87%,0.9,9.82%,0.8
10,71,DHS,7.87%,0.5,29.70%,0.3
6,85,GNMA,7.86%,0.5,24.84%,0.3
6,77,TQQQ,7.86%,0.5,42.57%,0.2
13,74,FDL,7.86%,0.7,19.40%,0.4
9,76,RSPT,7.85%,0.7,22.42%,0.4
3,85,IOO,7.85%,0.5,35.20%,0.2
5,83,PHDG,7.85%,0.7,24.66%,0.3
10,75,IDLV,7.84%,0.9,8.78%,0.9
8,76,TQQQ,7.84%,0.5,32.67%,0.2
9,75,TQQQ,7.83%,0.5,35.42%,0.2
9,79,RSPT,7.83%,0.9,11.32%,0.7
15,69,DHS,7.83%,0.6,26.54%,0.3
6,84,SPTI,7.83%,0.5,24.02%,0.3
13,76,PHDG,7.83%,0.9,9.81%,0.8
5,73,IOO,7.82%,0.4,45.97%,0.2
5,88,PHDG,7.81%,1.0,15.10%,0.5
12,72,DTH,7.81%,0.7,18.16%,0.4
10,78,SPHD,7.81%,0.7,14.42%,0.5
6,82,SPHD,7.81%,0.6,17.02%,0.5
15,70,DTH,7.79%,0.7,12.48%,0.6
8,80,SPHD,7.79%,0.6,13.19%,0.6
6,84,BIV,7.78%,0.4,36.07%,0.2
11,69,DTH,7.78%,0.5,31.02%,0.3
12,71,GNMA,7.78%,0.5,42.30%,0.2
11,72,GNMA,7.78%,0.5,38.97%,0.2
6,77,FDL,7.77%,0.5,39.92%,0.2
5,87,BIV,7.77%,0.4,28.59%,0.3
9,78,GNMA,7.76%,0.5,24.11%,0.3
5,82,DTH,7.76%,0.6,24.78%,0.3
6,80,SPHD,7.76%,0.6,18.63%,0.4
12,76,PHDG,7.75%,0.9,9.82%,0.8
5,76,FXE,7.75%,0.4,42.77%,0.2
4,85,SPLV,7.75%,0.5,30.40%,0.3
9,78,SPHD,7.75%,0.6,18.51%,0.4
5,79,USCI,7.75%,0.4,37.15%,0.2
5,87,SPTI,7.74%,0.5,24.02%,0.3
15,72,PHDG,7.74%,0.8,9.82%,0.8
9,65,USCI,7.74%,0.4,41.99%,0.2
6,69,IOO,7.73%,0.4,62.80%,0.1
9,76,IDLV,7.73%,0.8,8.78%,0.9
13,70,IDLV,7.72%,0.6,17.46%,0.4
11,70,SPHD,7.71%,0.4,37.67%,0.2
13,70,GNMA,7.71%,0.5,42.08%,0.2
15,66,FDL,7.71%,0.4,47.08%,0.2
8,78,RSPT,7.70%,0.7,20.20%,0.4
15,74,FDL,7.70%,0.8,9.08%,0.8
6,80,SPLV,7.70%,0.6,18.83%,0.4
12,70,DTH,7.69%,0.6,24.23%,0.3
6,79,SPLV,7.69%,0.5,24.71%,0.3
6,83,IDLV,7.68%,0.9,3.74%,2.1
9,75,IDLV,7.67%,0.8,10.17%,0.8
14,71,DTH,7.65%,0.7,11.62%,0.7
12,75,RSPT,7.65%,0.9,10.94%,0.7
9,68,IOO,7.65%,0.4,41.71%,0.2
9,82,GNMA,7.65%,0.5,18.22%,0.4
15,71,SPLV,7.65%,0.6,20.22%,0.4
7,73,SPHD,7.64%,0.4,39.35%,0.2
12,68,PHDG,7.64%,0.4,39.77%,0.2
13,80,TQQQ,7.64%,1.0,5.49%,1.4
14,67,DTH,7.64%,0.5,26.29%,0.3
9,72,PHDG,7.63%,0.5,35.33%,0.2
6,77,FXE,7.63%,0.5,26.71%,0.3
5,75,FXE,7.63%,0.4,44.63%,0.2
5,85,FDL,7.62%,0.6,19.81%,0.4
6,78,SPLV,7.62%,0.5,33.40%,0.2
5,78,TQQQ,7.62%,0.5,54.63%,0.1
14,73,FDL,7.62%,0.7,20.39%,0.4
5,87,GNMA,7.61%,0.5,26.27%,0.3
14,67,TQQQ,7.61%,0.4,48.40%,0.2
15,71,EWH,7.61%,0.7,15.77%,0.5
15,73,PHDG,7.60%,0.8,9.81%,0.8
5,69,SPLV,7.60%,0.4,60.15%,0.1
7,85,GNMA,7.60%,0.5,20.75%,0.4
12,69,IDLV,7.60%,0.5,22.25%,0.3
7,72,DHS,7.59%,0.5,36.28%,0.2
15,73,FDL,7.57%,0.7,14.41%,0.5
8,79,SPHD,7.57%,0.6,20.86%,0.4
14,79,TQQQ,7.56%,1.0,5.49%,1.4
10,66,IOO,7.55%,0.4,64.63%,0.1
8,77,DHS,7.55%,0.6,18.39%,0.4
8,81,FDL,7.55%,0.7,17.33%,0.4
10,77,SPTI,7.54%,0.4,36.98%,0.2
5,89,FDL,7.53%,0.8,8.96%,0.8
5,87,IOO,7.53%,0.9,10.22%,0.7
5,88,FDL,7.53%,0.7,17.33%,0.4
6,86,GNMA,7.53%,0.5,25.04%,0.3
15,65,DHS,7.53%,0.4,58.87%,0.1
13,72,SPTI,7.52%,0.4,42.84%,0.2
6,83,SPTI,7.52%,0.4,24.43%,0.3
12,74,SPTI,7.52%,0.4,36.43%,0.2
7,76,FXE,7.51%,0.5,22.06%,0.3
14,66,TQQQ,7.51%,0.4,57.94%,0.1
7,70,FXE,7.51%,0.4,50.61%,0.1
4,82,FXE,7.50%,0.4,26.85%,0.3
8,78,IDLV,7.50%,0.8,7.17%,1.0
6,87,PHDG,7.50%,1.1,11.20%,0.7
4,84,SPHD,7.49%,0.5,23.39%,0.3
10,73,DTH,7.49%,0.6,22.38%,0.3
10,78,PHDG,7.48%,0.8,11.03%,0.7
8,73,FDL,7.48%,0.5,34.00%,0.2
15,78,TQQQ,7.47%,0.9,5.49%,1.4
5,79,DHS,7.47%,0.5,31.37%,0.2
7,78,DHS,7.47%,0.6,24.09%,0.3
9,72,DHS,7.47%,0.5,31.72%,0.2
5,83,SPHD,7.47%,0.6,23.69%,0.3
12,73,DHS,7.47%,0.7,22.00%,0.3
11,70,DHS,7.45%,0.5,29.87%,0.2
5,72,EWH,7.45%,0.4,40.62%,0.2
10,77,GNMA,7.44%,0.5,24.94%,0.3
11,72,IDLV,7.44%,0.7,14.09%,0.5
13,66,PHDG,7.43%,0.4,35.39%,0.2
13,69,DHS,7.43%,0.5,32.36%,0.2
14,69,FXE,7.43%,0.5,20.44%,0.4
14,66,PHDG,7.42%,0.4,34.26%,0.2
14,69,IDLV,7.42%,0.6,18.84%,0.4
12,69,PHDG,7.41%,0.4,43.52%,0.2
4,79,SPLV,7.41%,0.4,38.65%,0.2
9,70,DHS,7.41%,0.4,34.28%,0.2
12,73,SPLV,7.40%,0.6,20.16%,0.4
14,69,DTH,7.40%,0.6,22.60%,0.3
12,77,FDL,7.40%,0.8,8.96%,0.8
9,79,USCI,7.40%,0.6,14.78%,0.5
11,76,RSPT,7.40%,0.8,11.33%,0.7
7,84,RSPT,7.40%,0.9,6.39%,1.2
13,74,GNMA,7.39%,0.5,25.65%,0.3
11,76,GNMA,7.39%,0.5,24.94%,0.3
